as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,Biggrow,excluded-by-construction,median,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,Biggrow,excluded-by-construction,median,0.4,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_null,southernoceanpac,constant,untrained,none,untrained-null,50,2,declared-on-zero-coverage,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
